"id","Address","Cuisine","insertedAtTimestamp","Latitude","Longitude","Name","Number of Reviews","Open","Rating","Zip Code"
"riEXluKIJm3Behd9WA5Y5w","307 W 38th St","chinese","24/02/2022 16:12:49","40.75505","'-73.99216","Han Dynasty","4","N/A","3.5","10018"
"iNiq1vgWpEa48jlPAce8wQ","35-12 Ditmars Blvd","brunch","24/02/2022 22:01:51","40.774416","'-73.908739","The Thirsty Koala","1167","N/A","4.5","11105"
"d7YbQzGlmawMGAzUHzZvuw","267 Elizabeth St","mexican","24/02/2022 22:13:22","40.7240304","'-73.9939028","Tacombi - Nolita","1153","N/A","3.5","10012"
"r2JVKalbucGf2nryywuL2w","151 E Broadway","dessert","24/02/2022 22:00:50","40.71387","'-73.99091","Kopitiam","823","N/A","4","10002"
"MyQV4i518ZO4CLudtR8gLA","117 E 60th St","american","24/02/2022 22:08:47","40.763409","'-73.968449","The Bar Room","565","N/A","4","10022"
"0IwdwNnbro5RLLIlaxyfpQ","132 W 27th St","american","24/02/2022 22:08:48","40.74587","'-73.99265","The Wilson","250","N/A","4","10001"
"m_PhHkyN-630ucF7r2F8EQ","1716 1st Ave","vietnamese","24/02/2022 22:10:32","40.77854288396","'-73.9477937668562","Pho Shop","373","N/A","4","10128"
"ZLiN64ge9szKqg-9N6mQjA","43-11 Queens Blvd","american","24/02/2022 16:12:17","40.74382","'-73.92086","Blvd Diner","66","N/A","4","11104"
"YtU1rb_oDHTbYzl-NFglPQ","90-15 Queens Blvd","thai","24/02/2022 16:13:13","40.73445170113295","'-73.86995682171744","Burmese Bites","69","N/A","4.5","11373"
"tsiC3VpO-hZEb98Qk3p-DQ","113 W 116th St","brunch","24/02/2022 17:39:02","40.80248","'-73.95038","Amy Ruth's","2775","N/A","4","10026"
"3oB2_2vpeIyxJt1GvlcZBA","7 W 20th St","chinese","24/02/2022 22:13:19","40.74014","'-73.99178","Baodega","230","N/A","4","10011"
"0czWwSVOVjVQaefbL4Zq-g","65 Kent Ave","brunch","24/02/2022 16:39:18","40.721985","'-73.959706","Kokomo","496","N/A","4","11249"
"17hj-J-E7UFki3Brshu0lQ","166 Cedar Ln","indian","24/02/2022 22:05:37","40.8857883","'-74.0123522","Taste Of India","77","N/A","4","07666"
"fWOhiS5NMxQeNKGhS4kqUg","3920 Broadway","healthy","24/02/2022 22:05:04","40.8384627","'-73.9411675","Grab N Go Deli","31","N/A","3","10032"
"ZBuUVSietNeZ0sCD7Z7Hdg","2526 Frederick Douglass B","chinese","24/02/2022 22:09:49","40.8160789713508","'-73.9466381763074","Crispy Bamboo Village","24","N/A","4","10030"
"JSexQM-wn8HvWmfxu_m5ZA","337 E 10th St","italian","24/02/2022 16:52:18","40.72713","'-73.9802799","Gnocco","529","N/A","4","10009"
"5QgBCrAbXbM1ORiqZDrBPQ","230 E 9th St","dessert","24/02/2022 22:14:18","40.72947","'-73.98813","Cha-An","1830","N/A","4","10003"
"iM2DKMjyU_R1r8x-3AZGQg","2199 Broadway","chinese","24/02/2022 22:02:44","40.78326357630784","'-73.98078454782609","New Cottage","33","N/A","4","10024"
"nM2AdRp2iSJHi4MgvIrEBg","28 Greenwich Ave","italian","24/02/2022 17:40:47","40.735042","'-74.00002","Oak Tuscan Truffle Restaurant","125","N/A","4.5","10011"
"Zx44jCgDv1TwKMGzcXajIQ","82-18 45th Ave","vietnamese","24/02/2022 16:39:55","40.7417090264307","'-73.8821911811829","Taste Good Malaysian Cuisine","750","N/A","4","11373"
"HlQidwSXF6DxiuSo0ec-7w","629 W 57th St","brunch","24/02/2022 16:42:28","40.77079","'-73.99217","Hudson West Kitchen + Craft Bar","11","N/A","5","10019"
"xq0cX_DgxiJMXwhmEl9kUA","59 W 37th St","chinese","24/02/2022 22:13:16","40.75157","'-73.98584","Café China","1726","N/A","4","10018"
"RzKR9QcYP03EQ_8DxTxowg","253 Broome St","mexican","24/02/2022 22:13:20","40.718022","'-73.990026","Barrio Chino","1149","N/A","4","10002"
"CDywb3LHVYZlQL2-woTiJA","37 W 24th St","brunch","24/02/2022 22:13:48","40.74334","'-73.99108071293105","Hole In The Wall","194","N/A","4.5","10010"
"6UNEqVRChnfjRa10oDG1IA","501 E 83rd St","dessert","24/02/2022 17:39:33","40.77388","'-73.94806","Eat Pretty","64","N/A","4.5","10028"
"Jh6wMPv4IK9jUpWMGj4J9g","580 Grand St","vietnamese","24/02/2022 22:14:01","40.710914","'-73.948592","Mama Pho","284","N/A","3.5","11211"
"hnBgmEQsJgRhY3VvWnwkfA","110 Kinderkamack Rd","vietnamese","24/02/2022 16:40:55","40.91157","'-74.03576","The Green Papaya","412","N/A","4","07661"
"_4Grm99JEHnDWskCHAJfUg","130 Division St","seafood","24/02/2022 16:12:00","40.7144971858255","'-73.9918553931336","Kiki's","704","N/A","4","10002"
"I6XC8dNxUzIcIOEbq3LJsQ","6514 Park Ave","vietnamese","24/02/2022 16:40:25","40.78975","'-74.00513","Number One Chinese Restaurant","23","N/A","4","07093"
"4OjAtoUyYI5CRn1iY3iH_w","135 East 110 St","dessert","24/02/2022 22:10:50","40.79506","'-73.94474","Pabade Cafe and Bakery","57","N/A","5","10029"
"sKIYGvENchifk1YwFe77pA","935 Columbus Ave","vietnamese","24/02/2022 22:14:02","40.79902","'-73.96281","Saiguette","661","N/A","4.5","10025"
"ruE5cqNFvkkIgkk0dL5pYA","135 Ludlow St","dessert","24/02/2022 22:14:20","40.7203575","'-73.9883391","Creperie","491","N/A","4","10002"
"0BzxIsoRuFvxbMPl-iH70A","54 Carmine St","american","24/02/2022 15:57:56","40.7297659255873","'-74.0037665277862","Market Table","822","N/A","4","10014"
"qVBvZIgDcwSFsENWD1nWKQ","38 Water St","chinese","24/02/2022 16:52:20","40.70332","'-74.01065","3 Times","47","N/A","4.5","10004"
"V2oWqXcoJkgGeIPOaS9eDA","194 Bleecker St","indian","24/02/2022 22:14:07","40.7292728223798","'-74.0015978515206","Masala Times Greenwich Village","561","N/A","4","10012"
"YT5Ywu9y190B4IGIlBetzA","211 Waverly Pl","italian","24/02/2022 22:12:03","40.73534","'-74.00151","Morandi","729","N/A","3.5","10014"
"PGpCaNkB1meojnbgRmb2gQ","536 9th Ave","seafood","24/02/2022 16:42:47","40.75686","'-73.99356","Buena Vista Restaurant & Bar","253","N/A","4.5","10018"
"gjIctg7P18f6UocGVW2IMQ","62 W 22nd St","healthy","24/02/2022 17:36:39","40.74189","'-73.99305","Bite","340","N/A","4","10010"
"OwDRIugcA4LkUuTRqpJsog","47 Java St","italian","24/02/2022 22:00:59","40.7312720665479","'-73.9593493647979","Naked Dog","253","N/A","4.5","11222"
"V3USzFEGhuoXez4G2Rk11A","488 9th Ave","italian","24/02/2022 22:08:31","40.755403","'-73.994516","Tavola","1057","N/A","4","10018"
"ciHt5n5rmpby1YcC_6JVrg","216 W 238th St","american","24/02/2022 22:04:39","40.8846317","'-73.899705","Bronx Alehouse","868","N/A","4","10463"
"sCbkm45j6pKBpq8gxd12LA","2151 Lemoine Ave","vietnamese","24/02/2022 22:05:28","40.85637629","'-73.96725253","Pho Today","227","N/A","3.5","07024"
"zRXMvxUX_rOliKZPpkWi_g","45 W 45th St between 5th & 6th Ave","american","24/02/2022 22:08:48","40.756326","'-73.981117","Valerie","339","N/A","4.5","10036"
"np98mkA22LYf6kCwCL59pw","352 Bedford Ave","brunch","24/02/2022 22:13:48","40.7122932799856","'-73.9628687873483","Rabbithole Restaurant","881","N/A","4","11211"
"pDHkhlg6KBuFbEPFZHZr5g","25-22 Astoria Blvd","italian","24/02/2022 22:01:00","40.77067","'-73.92218","Cornicello","24","N/A","4.5","11102"
"pHfsXEPHkGXkmGo-PbwB6w","79 Mott St","dessert","24/02/2022 17:43:00","40.71656","'-73.99822","Keki Modern Cakes","687","N/A","4","10013"
"kRuWQS_e9G87fCqelpMEFA","1672 3rd Ave","american","24/02/2022 22:09:57","40.78379501891771","'-73.95065656823797","East End Bar & Grill","191","N/A","4","10128"
"15k7iqFbhf4h8L01yggLqg","146 W Houston St","italian","24/02/2022 22:13:14","40.72813","'-74.00188","Song E Napule","589","N/A","4.5","10012"
"J8T-klh2fXf3zmzycgaKMw","155 E 170th St","seafood","24/02/2022 22:10:44","40.8393","'-73.91473","Best Ny Fish House & Crispy Chicken","19","N/A","3.5","10452"
"l3PV4xTIw-yJUBBGnv5u3A","2393 Broadway","pizza","24/02/2022 22:03:16","40.789552","'-73.975894","Sforno NYC","30","N/A","4","10024"
"NDIrifAl6K-RrnZ2D3ZGbw","919 Fulton St","american","24/02/2022 17:42:11","40.68351","'-73.96643","Emily","852","N/A","4","11238"
"u4VGf3gIEtNx6_35cilQLA","382 Metropolitan Ave","dessert","24/02/2022 16:12:43","40.713961132051566","'-73.95548923087733","Milk Bar Williamsburg","615","N/A","3.5","11211"
"JylIStPfFLOctHdlglvALA","358 W 47th St","healthy","24/02/2022 22:09:03","40.76135","'-73.98995","UT47","300","N/A","4.5","10036"
"0kH1mGuqIb5rOrvCKGsWtA","139 1st Ave","dessert","24/02/2022 17:40:44","40.72805","'-73.98538","Stuffed Ice Cream","722","N/A","4.5","10003"
"_5G0SOM1ogWTsSmPBGRfzA","214 Highlawn Ave","mexican","24/02/2022 15:57:46","40.6035151454871","'-73.9779098353486","El Gallo Taqueria","313","N/A","4","11223"
"PyaeHq_UAu6nazGiy0XAnw","1253 150th St","vietnamese","24/02/2022 22:10:35","40.78929","'-73.81369","Ginger and Lemongrass","870","N/A","4","11357"
"7ZecxKox2SiVtsNDWphJZQ","45 Rockerfeller Plz","seafood","24/02/2022 16:12:40","40.7593809598193","'-73.9778140767212","Limani","458","N/A","4","10111"
"SjG7CnTIuUBIo9T4BThkGQ","510 Hudson St","american","24/02/2022 22:12:17","40.73343","'-74.00617","Employees Only","1505","N/A","4","10014"
"KQ3b0rxCBnwKF0AHWjcJpg","33-19 Broadway","seafood","24/02/2022 22:02:25","40.761003859362","'-73.9229999999999","Amylos Taverna","296","N/A","4","11106"
"gAAG2KJ_pdfAK-_UVN-bjQ","130 Grand St","mexican","24/02/2022 16:12:14","40.7149695","'-73.9627357","Oaxaca Taqueria","53","N/A","3","11249"
"pfeYELEKiAXlHY6fWnviEA","1740 Broadway","healthy","24/02/2022 22:09:03","40.7652583","'-73.9817757","sweetgreen","20","N/A","4","10019"
"CoD4V-WnSrmwK2w0zy0kJA","2 2nd St","brunch","24/02/2022 16:13:08","40.721519","'-74.031803","Lokal Eatery & Bar","219","N/A","3.5","07302"
"gpRqegytuWmkQsFg9VXmyw","1838 2nd Ave","dessert","24/02/2022 16:44:01","40.7834279537201","'-73.9476234465837","Go Cups","84","N/A","4","10128"
"rJ4N10Nbh-GM49qOSGFoAw","164 Pearl St","chinese","24/02/2022 16:52:21","40.70591","'-74.00747","Old Xi'an","241","N/A","4","10005"
"hdoVPO0EQNxOnKnLNx3DBg","158 Orchard St","dessert","24/02/2022 16:39:31","40.7208686954984","'-73.9886739484795","Rawsome Treats","116","N/A","4.5","10002"
"ITrX1DR8UjHsdveMlE8SFA","10-15 44th Rd","dessert","24/02/2022 22:02:29","40.7496735","'-73.9506478","Cookie Crumz","20","N/A","5","11101"
"03dlQRQNhOKZSD_ZGGUPVQ","652 Myrtle Ave","pizza","24/02/2022 15:58:22","40.69419","'-73.957809","Ganni's Pizza","111","N/A","3.5","11205"
"19efWOkvzLIZXJREUapHCw","18 East 116th St","healthy","24/02/2022 22:10:11","40.80011","'-73.94553","Jordan Pie Cafe","5","N/A","5","10029"
"RLjlJPtciMdE2nEurLmmNQ","290 County Ave","mexican","24/02/2022 16:40:08","40.7740104861106","'-74.06321","La Casa de Los Tacos","223","N/A","4","07094"
"uQBlitra7XJTFJPXUGWBJw","525 Grand St","pizza","24/02/2022 16:39:12","40.7143","'-73.98172","Alphonso's Pizzeria & Trattoria","138","N/A","4","10002"
"NNso2JZfIyUIFDjwAkTXag","2073 Frederick Douglass Blvd","healthy","24/02/2022 16:43:28","40.802139623500715","'-73.95740594314732","Root Juicey Of Harlem","3","N/A","4.5","10026"
"wQU3LMmOPNzxL-ptOi_F5w","293 7th Ave","japanese","24/02/2022 17:36:27","40.7462138","'-73.99388","Kobeyaki","560","N/A","4","10001"
"DoSU8IPq-Py_YV3kYmXPfQ","254 West 47th St","italian","24/02/2022 22:13:12","40.759876","'-73.986767","Trattoria Trecolori","2455","N/A","4","10036"
"DCjRqV6kRPU0h-MaRRcVrQ","4892 Broadway","brunch","24/02/2022 16:40:48","40.867068","'-73.922459","Inwood Bar and Grill","548","N/A","3.5","10034"
"xnrn6Ibn4T22vTjYX1H1zQ","1015 Manhattan Ave","indian","24/02/2022 16:39:57","40.73359","'-73.95498","Afghan Kabab and Grill House","64","N/A","4","11222"
"zyQpS4QrYYB0VKXf7JPUlQ","159 Grand St","indian","24/02/2022 22:12:55","40.714765","'-73.961606","Atithi Indian Cuisine","100","N/A","5","11249"
"o5sUOmtzcHAeSWtUuFJ00g","116 Lexington Ave","indian","24/02/2022 16:11:58","40.742603","'-73.982795","Anjappar Chettinad Restaurant","349","N/A","3","10016"
"gWuHmSQ8G5FiKv-rEogwvA","110 Lexington Ave","indian","24/02/2022 16:11:59","40.74246","'-73.9829","Pongal","515","N/A","3.5","10016"
"3BYgbjo8MtaIyLZMdTxrOQ","3468 Broadway","japanese","24/02/2022 22:10:02","40.8241613","'-73.9519775","Geisha Sushi","411","N/A","4","10031"
"yvg56iLnpb2cDb1rCZrCUA","277 Grand St","vietnamese","24/02/2022 17:42:47","40.717713","'-73.992773","Pho Grand","798","N/A","3.5","10002"
"XDL8GWy3uCB8bdpMiRLRJw","19-06 Ditmars Blvd","seafood","24/02/2022 16:12:41","40.7809792","'-73.9179077","Agnanti","525","N/A","3.5","11105"
"l0ZOGV9tohkpfHiZ-3XSRg","946 Manhattan Ave","mexican","24/02/2022 16:52:22","40.73152","'-73.95432","Friducha","110","N/A","4","11222"
"a2BkT6uUKDpzhLalkksJsg","202 E 70th St","mexican","24/02/2022 22:09:53","40.768077","'-73.9615","Tacombi - Upper East Side","68","N/A","4","10021"
"VThwGCuC6JVaxAgnmuJDRg","485 Columbus Ave","mexican","24/02/2022 22:02:53","40.784629","'-73.973121","Cilantro","456","N/A","3.5","10024"
"IBgjj5VBu5JJvKgo9EzKrg","236 W 54th St","american","24/02/2022 22:13:27","40.764164","'-73.98306","The Three Monkeys","1238","N/A","4","10019"
"bvc5P9vmRiNhyVWjd5bVcg","305 E 53rd St","dessert","24/02/2022 22:09:36","40.756689","'-73.966617","Eclair Bakery","661","N/A","4.5","10022"
"iWiRGDphwDrXAQyEJL5KVA","601 Vanderbilt Ave","korean","24/02/2022 16:25:51","40.67947","'-73.96785","White Tiger","188","N/A","4","11238"
"o5EIqc4LekAoeLHiYjzLqQ","245 Eldridge St","japanese","24/02/2022 22:13:31","40.72277","'-73.98989","Bar Goto","244","N/A","4.5","10002"
"jfnDwWBGK4JoWE5jbeKxSw","1590 Lexington Ave","thai","24/02/2022 22:10:26","40.78922","'-73.94873","Chu Ros Thai","113","N/A","4.5","10029"
"KBZQN540Xz6LbXLRVOMc0w","1467 York Ave","chinese","24/02/2022 16:39:35","40.770678","'-73.951296","Hunan Delight","192","N/A","3.5","10075"
"oo99kLUp5YPz5mHt42ObzA","359 E 68th St","pizza","24/02/2022 22:01:33","40.7654815","'-73.95810334355092","Little Italy Pizza","18","N/A","4","10065"
"i8Vwro-8P36zajrbHhG1tA","34 West 126th St","dessert","24/02/2022 22:10:50","40.807472","'-73.943277","9 Tails","22","N/A","4.5","10027"
"UCcqDRcLO2MTyde0w0Wr3Q","99 2nd Ave","mexican","24/02/2022 16:11:31","40.72732","'-73.98883","Calexico - East Village","46","N/A","4","10003"
"7EAj8VJX_DoKlZdCJBE4Pg","163 Mulberry St","italian","24/02/2022 16:11:28","40.719816","'-73.997403","La Bella Vita","433","N/A","4","10013"
"rAKTm3QwNgrIcex6ReQC2g","59 Main St","mexican","24/02/2022 22:02:53","40.8800569","'-74.044232","Mi Rancho Restaurant","240","N/A","4","07601"
"TGP5gbAgml0IDRLGCpFnCw","103 Ave B","brunch","24/02/2022 21:57:13","40.72473","'-73.98115","PMF Pardon My French","1047","N/A","4","10009"
"Iu_qEaCMhxwkTJif9iCmVw","18 S Dean St","pizza","24/02/2022 16:40:44","40.8930645883083","'-73.9748129993677","Cassie's Pizzeria","211","N/A","4","07631"
"43IJ3NqY_Dvq2gWHDPvFRQ","60 W 8th St","dessert","24/02/2022 16:12:05","40.73333","'-73.99918","Culture An American Yogurt Company","188","N/A","4.5","10011"
